authors,#enterseriesname,#enterseriesindex,title,#titleparttwo,series,series_index
"Mysti Parker & M. J. Post","","","Drive Me Crazy","","","1.0"
"Monique Orgeron","Stern Family Saga","1","Art of Seduction","","Stern Family Saga","1.0"
"Monique Orgeron","Stern Family Saga","2","Art of Forgiveness","","Stern Family Saga","2.0"
"Molly O'Keefe","","","Christmas Eve","A Love Story","","1.0"
"Michael Wolff","Sefiros Eishi","","Chased By Flame","","Sefiros Eishi","1.0"
"Michael Wolff","Sefiros Eishi","","Chased By War","","Sefiros Eishi","1.0"
"Meara Platt & Wicked Earls' Club","Wicked Earls' Club","2","Earl of Westcliff","Wicked Regency Romance","Wicked Earls' Club","2.0"
"Mary Kingswood","Sons of the Marquess","3","Lord Augustus","","Sons of the Marquess","3.0"
"M. S. Parker","","","Rescued by the Woodsman","","","1.0"
"Louise Lynn & Nora Winters","Maritime Teashop Cozy Mystery","2","Chaos on Camera","","Maritime Teashop Cozy Mystery","2.0"
"M. S. Parker","","","Damage Control","","","1.0"
"Louise Lynn & Nora Winters","Maritime Teashop Cozy Mystery","1","Murder for Two","","Maritime Teashop Cozy Mystery","1.0"
"London Miller","Den of Mercenaries","6","Syn.","","Den of Mercenaries","6.0"
"Lisa Regan","","","Vanishing Girls","A totally heart-stopping crime thriller","","1.0"
"Logan Keys & Mike Kraus","","","The Long Fall","Thrilling Post-Apocalyptic Survival Series:","","1.0"
"Linda Rae Sande","","","The Dream of a Duchess","","","1.0"
"Lisa B. Kamps","Chesapeake Blades","2","Loving Hard","A Chesapeake Blades Hockey Romance","Chesapeake Blades","2.0"
"Linda Rae Sande","Regency Rendezvous","10","The Enigma of a Spy","","Regency Rendezvous","10.0"
"Linda Rae Sande","Holidays of the Aristocracy","1","The Christmas of a Countess","","Holidays of the Aristocracy","1.0"
"Lily White","","","Rules of Engagement","","","1.0"
"Lexi Aurora","","","Wrong for Me","An Enemies-to-Lovers Billionaire Romance","","1.0"
"Lilian Monroe","","","Knocked Up by the Single Dad","A Secret Baby Office Romance","","1.0"
"Lexi Aurora","Stonecutters Billionaires Series","","The Billionaire's Nanny","","Stonecutters Billionaires Series","1.0"
"Lexi Aurora","Stonecutters Billionaires","5","The Forbidden Billionaire","","Stonecutters Billionaires","5.0"
"Lexi Aurora","Stonecutters Billionaires","4","The Big Billionaire","","Stonecutters Billionaires","4.0"
"Lelana Croft","An Arcane Angel Adventure","","Outlaw Magic","","An Arcane Angel Adventure","1.0"
"Lea Hart","TSS Series","1","Tumult","","TSS Series","1.0"
"Lea Hart","SAI","3","Tempest","","SAI","3.0"
"Kellan Larkin & Kaz Crowley","Treasured Ink","1","Alpha Dragon_Taran","M/M Mpreg Romance","Treasured Ink","1.0"
"LK Farlow","Southern Roots Series","2","An Uphill Battle","","Southern Roots Series","2.0"
"Katy Ames","Seven Winds Series","3","After the Storm","","Seven Winds Series","3.0"
"Kaylea Cross","DEA FAST Series","5","Fast Fury","","DEA FAST Series","5.0"
"Katy Ames","Seven Winds Series","2","After the Fall","","Seven Winds Series","2.0"
"Kate Pearce & Jane Charles & Elizabeth Essex","Christmas at Castle Keyvnor","4","Tempted at Christmas","","Christmas at Castle Keyvnor","4.0"
"K E Osborn","","","The Satan's Savages Series Box Set","","","1.0"
"K E Osborn","","","The Recoil Rock Series Box Set","","","1.0"
"K E Osborn","Luminous Rock Series","1","Pulse","","Luminous Rock Series","1.0"
"Julie Kriss","Riggs Brothers","1","Drive Me Wild","","Riggs Brothers","1.0"
"Joya Ryan","Hot Addiction Novel","2","Tempt","","Hot Addiction Novel","2.0"
"Julie Kriss","","","Back in Black","","","1.0"
"John D Grainger","","","Alexander the Great Failure","","","1.0"
"Jessica Peterson","","","Royal Ruin","A Flings With Kings Novel","","1.0"
"Jessica Gray","Armstrongs","13","Fireworks of Love","","Armstrongs","13.0"
"Jennifer Bene","","","The Invitation","(BDSM & Erotic Romance)","","1.0"
"Jennifer Bene","","","Reunited","(BDSM, Ménage Romance)","","1.0"
"Jennifer Bene","","","IMPERFECT MONSTER","","","1.0"
"Jennifer Bene","","","Destruction","","","1.0"
"Jennifer Bene","Thalia Series","3.5","Christmas At Purgatory","","Thalia Series","3.5"
"Jasper T. Scott","","","Broken Worlds_The Awakening","(A Sci-Fi Mystery)","","1.0"
"Jasinda Wilder","One Series","3","There's No Place Like Home","","One Series","3.0"
"Jake Bible","","","Galactic Vice","A Jafla Base Vice Squad Novel","","1.0"
"James Maxwell","Shifting Tides","4","Iron Will","","Shifting Tides","4.0"
"J.J. Bella","","","Keeping it All","A Second Chance Single Dad Romance","","1.0"
"J.H. Croix","Into The Fire Series","","Burn So Bad","","Into The Fire Series","1.0"
"JC Andrijeski","","","Prophet_Bridge & Sword","","","1.0"
"Heather MacKinnon","Southern Werewolves","1","Shift","","Southern Werewolves","1.0"
"Hawke Oakley","Indigo Mountain Pack","3","Alpha's Heart","","Indigo Mountain Pack","3.0"
"Heather D'Agostino","Sutter Family","2","Trusting You","","Sutter Family","2.0"
"Hawke Oakley","Indigo Mountain Pack","2","Alpha's Solace","","Indigo Mountain Pack","2.0"
"Harmony Raines","","","Cursed Bear","","","1.0"
"Harlow Thomas & Anastasia James","Shadow Court Harem","2","Dark Ember","(A Reverse Harem Romance Serial)","Shadow Court Harem","2.0"
"Harlow Thomas & Anastasia James","Shadow Court","1","Shadow Queen","(A Reverse Harem Romance Serial)","Shadow Court","1.0"
"Harley Stone","Mariani Crime Family","2","Making Angel","","Mariani Crime Family","2.0"
"Harley Fox","","","In Too Deep","","","1.0"
"Harley Stone","Mariani Crime Family","1","Dom's Ascension","","Mariani Crime Family","1.0"
"Gwen Hernandez","","","Blindsided","","","1.0"
"Gwen Hernandez","","","Running Blind","","","1.0"
"Glynn Stewart","","","ONSET_Stay of Execution","","","1.0"
"Glynn Stewart","ONSET","4","Stay of Execution","","ONSET","4.0"
"Giulia Lagomarsino","","","Sebastian","","","1.0"
"Giulia Lagomarsino","","","Drew","","","1.0"
"Giulia Lagomarsino","For The Love Of A Good Woman","3","Logan","","For The Love Of A Good Woman","3.0"
"Giulia Lagomarsino","For The Love Of A Good Woman","2","Cole","A Romantic Thriller Novel","For The Love Of A Good Woman","2.0"
"Giulia Lagomarsino","For The Love Of A Good Woman","1","Jack","","For The Love Of A Good Woman","1.0"
"Gemma Blackwood","","","Make Me a Marchioness","","","1.0"
"Evangeline Anderson","Brides of the Kindred","21","Vanished","","Brides of the Kindred","21.0"
"Evangeline Anderson","Brides of the Kindred","20","Surrendered","(Alien Warrior BBW Science Fiction BDSM Romance)","Brides of the Kindred","20.0"
"Evangeline Anderson","Brides of the Kindred","","Healing the Broken","A Kindred Christmas Tale","Brides of the Kindred","1.0"
"Guy Maclean Rogers","","","Alexander","","","1.0"
"Evangeline Anderson","Kindred Tales Novel","","Seeing with the Heart","(Alien Warrior BBW Science Fiction Blind Heroine Romance)","Kindred Tales Novel","1.0"
"Evangeline Anderson","Brides of the Kindred","","Freeing the Prisoner","(Alien Warrior I/R BBW Science Fiction Romance)","Brides of the Kindred","1.0"
"Evangeline Anderson","Brides of the Kindred","","Bonding With the Beast","(Alien Warrior BBW Science Fiction Single Mother Romance)","Brides of the Kindred","1.0"
"Evangeline Anderson","Brides of the Kindred","19","Unbound","","Brides of the Kindred","19.0"
"Evangeline Anderson","Brides of the Kindred","17","Switched","","Brides of the Kindred","17.0"
"Evangeline Anderson","Brides of the Kindred","18","Uncharted","","Brides of the Kindred","18.0"
"Evangeline Anderson","","","Forgotten","","","1.0"
"Evangeline Anderson","Brides of the Kindred","15","Targeted","","Brides of the Kindred","15.0"
"Evangeline Anderson","Brides of the Kindred","14","Enslaved","","Brides of the Kindred","14.0"
"Evangeline Anderson","","","Mastering the Mistress","","","1.0"
"Evangeline Anderson","Brides of the Kindred","13","Cursed","","Brides of the Kindred","13.0"
"Evangeline Anderson","Brides of the Kindred","","Enhanced_Brides of the Kindred 12","","Brides of the Kindred","1.0"
"Evangeline Anderson","Brides of the Kindred","10","Divided","","Brides of the Kindred","10.0"
"Evangeline Anderson","Brides of the Kindred","11","Devoured","","Brides of the Kindred","11.0"
"Evangeline Anderson","Brides of the Kindred","","Chained","","Brides of the Kindred","1.0"
"Evangeline Anderson","Brides of the Kindred","8","Shadowed","","Brides of the Kindred","8.0"
"Evangeline Anderson","Brides of the Kindred","7","Exiled","","Brides of the Kindred","7.0"
"Evangeline Anderson","Brides of the Kindred","6","Pursued","","Brides of the Kindred","6.0"
"Evangeline Anderson","Brides of the Kindred","5","Revealed","","Brides of the Kindred","5.0"
"Evangeline Anderson","Brides of the Kindred","4","Found","","Brides of the Kindred","4.0"
"Evangeline Anderson","Brides of the Kindred series","3","Sought...","","Brides of the Kindred series","3.0"
"Evangeline Anderson","Brides of the Kindred","2","Hunted","","Brides of the Kindred","2.0"
"Evangeline Anderson","","","Claimed","","","1.0"
"Evangeline Anderson","Alien Mate Index","4","Severed","(Alien Warrior BBW I/R Science Fiction Paranormal Romance)","Alien Mate Index","4.0"
"Evangeline Anderson","","","Brides of the Kindred Volume One","","","1.0"
"Evangeline Anderson","Alien Mate Index","3","Descended","(Alien Warrior BBW Paranormal Science fiction Romance)","Alien Mate Index","3.0"
"Evangeline Anderson","Alien Mate Index","2","Protected","(Alien Warrior BBW Paranormal Science fiction Romance)","Alien Mate Index","2.0"
"Evangeline Anderson","Alien Mate Index","1","Abducted","(Alien Warrior BBW Science Fiction Paranormal Romance)","Alien Mate Index","1.0"
"Emma York","Billionaire's Club","3","Firm","","Billionaire's Club","3.0"
"Emma York","Billionaire's Club","2","The Win","","Billionaire's Club","2.0"
"Emma Heatherington","","","The Legacy of Lucy Harte","","","1.0"
"Emma Heatherington","","","A Part of Me and You","","","1.0"
"Emilia Beaumont","","","Royal Bastard","A Bad Boy Royal Romance","","1.0"
"Emilia Beaumont","Reigning Love","2","Royal Daddy","","Reigning Love","2.0"
"Emilia Beaumont","Reigning Love","1","Royal Master","","Reigning Love","1.0"
"Emilia Beaumont","Damaged","3","The Love Game","(a Bad Boy Sports Romance)","Damaged","3.0"
"Em Petrova","","","Something About a Bounty Hunter","","","1.0"
"Emilia Beaumont","Damaged","2","The Curve Ball","(a Bad Boy Sports Romance)","Damaged","2.0"
"Ella Miles","Dirty Series","1","Dirty Obsession","","Dirty Series","1.0"
"Elle Aycart","Doomsday preppers","1","Sky's the Limit","","Doomsday preppers","1.0"
"Elizabeth Ellen Carter","Moonstone Romance","1","Moonstone Obsession","","Moonstone Romance","1.0"
"Elizabeth Leane","","","South Pole","","","1.0"
"Eddie Cleveland","","","His Promise","","","1.0"
"Dylan Young","","","The Silent Girls","A gripping serial-killer thriller","","1.0"
"Elizabeth Carney","","","Olympias","Mother of Alexander the Great","","1.0"
"Declan Rhodes","Winter Sports","1","Built for Speed","","Winter Sports","1.0"
"Decadent Kane & Zodiac Shifters","Dark Khimairans","2","Unraveled","A Zodiac Shifters Paranormal Romance","Dark Khimairans","2.0"
"Decadent Kane & Zodiac Shifters","Dark Khimairans","1","Untamed","A Zodiac Shifters Paranormal Romance","Dark Khimairans","1.0"
"David Lawrence","","","Age of Demons_In Search of the Amulet","","","1.0"
"Dani Stowe","","","Hot Rocket","","","1.0"
"Maddy Barone","Dallas Fire & Rescue","","Strong Hearts","","Dallas Fire & Rescue","1.0"
"Dani Collins","Blue Spruce Lodge","1","On the Edge","","Blue Spruce Lodge","1.0"
"Maddy Barone","Dallas Fire & Rescue","2","Brave Hearts","","Dallas Fire & Rescue","2.0"
"D. Camille","Uncut Series","5","His Diamond_Simone's Story","","Uncut Series","5.0"
"Claire Delacroix & Deb Marlowe & Erica Monroe","Christmas at Castle Keyvnor","1","Charmed at Christmas","","Christmas at Castle Keyvnor","1.0"
"Claire Adams","","","Expelled","(A Single Dad Standalone Romance)","","1.0"
"Christy Carlyle & Jerrica Knight-Catania & Claudia Dain","Christmas at Castle Keyvnor","2","Enchanted at Christmas","","Christmas at Castle Keyvnor","2.0"
"Claire Adams","","","Daddy's Virgin","(A CEO Boss Romance Novel)","","1.0"
"Christina McKnight & Ava Stone & Michelle Willingham","","","Kissed at Christmas","","","1.0"
"Christie Ridgway","Almost","4","Almost Paradise","","Almost","4.0"
"Christie Ridgway","","","Almost Wonderful","","","1.0"
"Carolyne Aarsen","Sweet Hearts of Sweet Creek","4","Divided Hearts","","Sweet Hearts of Sweet Creek","4.0"
"Carolyne Aarsen","Sweet Hearts of Sweet Creek","3","Close to His Heart","","Sweet Hearts of Sweet Creek","3.0"
"Carolyne Aarsen","Sweet Hearts of Sweet Creek","2","Her Heart's Promise","","Sweet Hearts of Sweet Creek","2.0"
"Cari Quinn & Taryn Elliott","","","Rockstars, Babies & Happily Ever Afters","","","1.0"
"Cari Quinn & Taryn Elliott","Found in Oblivion","6","Raw Rhythm","","Found in Oblivion","6.0"
"Cami Checketts","","","The Trustworthy Groom_Texas Titan Romance","","","1.0"
"C.M. Seabrook","","","Taming Irish","","","1.0"
"C.M. Stunich","Academy of Spirits and Shadows","1","Spirited","A Reverse Harem Fantasy Romance","Academy of Spirits and Shadows","1.0"
"C.J. Thomas","Kelly Black Affair","4","Black Regrets","","Kelly Black Affair","4.0"
"C.J. Thomas","Kelly Black Affair","3","Black Obsession","","Kelly Black Affair","3.0"
"C.J. Pinard","Ayla St. John Chronicles","1","The Lunar Effect","","Ayla St. John Chronicles","1.0"
"Aubrey Parker","Trillionaire Boys' Club","9","The Restaurateur","","Trillionaire Boys' Club","9.0"
"B. B. Hamel","","","Big Stranger's Baby","A Bad Boy Secret Baby Romance","","1.0"
"Ashley Hastings","","","His Wife","","","1.0"
"Aria Cole","","","Under Siege","","","1.0"
"Aria Cole","Sinister Knights MC","","Ryker","","Sinister Knights MC","1.0"
"Andie M. Long","","","A Devil of a Date","","","1.0"
"Amy Faye","","","Damaged","Bad Boy Romance","","1.0"
"Amy Boyles","Southern Single Mom Paranormal Mysteries","3","The Witch's Handbook to Trapping Demons","","Southern Single Mom Paranormal Mysteries","3.0"
"Amy Boyles","Southern Single Mom Paranormal Mysteries","2","The Witch's Handbook To Catching Werewolves","","Southern Single Mom Paranormal Mysteries","2.0"
"Amy Brent","","","Knocked Up by Brother's Best Friend","A Bad Boy Secret Baby Romance","","1.0"
"Amy Boyles","Bless Your Witch SS","1","Southern Fried Witchmas","","Bless Your Witch SS","1.0"
"Amy Boyles","Bless Your Witch","3","Queen Witch","","Bless Your Witch","3.0"
"Amy Boyles","Bless Your Witch","8","Fried Green Witch","","Bless Your Witch","8.0"
"Amy Boyles","Bless Your Witch","2","Kiss My Witch","","Bless Your Witch","2.0"
"Amy Boyles","Bless Your Witch One","","Scared Witchless","","Bless Your Witch One","1.0"
"Alex Grayson","","","Watching Mine","","","1.0"
"Alessandra Hart","","","Mr. Wrong","","","1.0"
"Adeera Lake","","","Snarky Bastard","A Bad Boy Next Door Romance","","1.0"
"Eugene M. Avrutin","","","The Velizh Affair","","","1.0"
"Aisha Tritle","Sophia Moreau","1","Occidis","","Sophia Moreau","1.0"
"Zoe Chant","","","Mountain Rescue Lion","","","1.0"
"Zoe Blake","","","Papa's Prey","","","1.0"
"Yvette Bostic","Light in the Darkness","1","Light's Rise","","Light in the Darkness","1.0"
"Wendy Byrne","Izzy Lewis Mysteries","2","Double Trouble in Iowa","a funny small town cozy mystery","Izzy Lewis Mysteries","2.0"
"Alex Pitt","","","Fools Who Dream","","","1.0"
"Tripp Ellis","Tarvaax War","3","Genesis of War","A Military Sci-Fi Novella","Tarvaax War","3.0"
"Victoria Denault","Hometown Players","6","Game On","","Hometown Players","6.0"
"Trevor Wyatt","Pax Aeterna Universe","6","Sacrifice of Angels","A Pax Aeterna Novel","Pax Aeterna Universe","6.0"
"Trevor Wyatt","Pax Aeterna Universe","5","High Crimes","A Pax Aeterna Novel","Pax Aeterna Universe","5.0"
"Trevor Wyatt","Pax Aeterna Universe","3","Homefront","A Pax Aeterna Novel","Pax Aeterna Universe","3.0"
"Trevor Wyatt","","","The Omarian Gambit","A Pax Aeterna Novel","","1.0"
"Trevor Wyatt","","","The Seeker","A Pax Aeterna Novel","","1.0"
"Tori Telfer","","","Lady Killers","","","1.0"
"Tony Jones","","","The Twentieth Man","","","1.0"
"Tom Kavanagh","","","After They Came","","","1.0"
"T.R. Cupak","","","Jordan's Shadow","","","1.0"
"T J Vertigo","","","Hidden Desires","","","1.0"
"T.F. Jacobs","","","Untangling the Black Web","","","1.0"
"Stevie Collier","Dark Assassin","1","The Four Territories","","Dark Assassin","1.0"
"Simone Harlow","Scorned Lovers","2","I Hate Myself For Loving You","","Scorned Lovers","2.0"
"Sienna Mynx","Battaglia Mafia Series","8","Bella Mafia","","Battaglia Mafia Series","8.0"
"Sienna Mynx","","","Rallenti","","","1.0"
"Shawn Lane","","","More Than Summer","","","1.0"
"Salman Rushdie","","","The Duniazát","","","1.0"
"Ruby Moone","","","Memories","","","1.0"
"Ron Chernow","","","Grant","","","1.0"
"Robbi McCoy","","","Two on the Aisle","","","1.0"
"Sally Hyder","","","Finding Harmony","","","1.0"
"Robbi McCoy","","","Something to Believe","","","1.0"
"Rich Newman","","","Ghosts of the Civil War","","","1.0"
"Renee Blossom","","","Goodbye, Good Girl","","","1.0"
"Randall Garrett","","","The Randall Garrett Omnibus","","","1.0"
"Rebecca Woods","","","The Long Lost","","","1.0"
"S. E. Smith & M.K. Eidem & Susan Grant & Michelle Howard & Cara Bristol & Veronica Scott & Pauline Baird Jones & Laurie A. Green & Sabine Priestley & Jessica E. Subject","Pets in Space","2","Embrace the Romance","","Pets in Space","2.0"
"Penny Sinclair","Burned","1","Burned","A Bad Boy Collection","Burned","1.0"
"P Nelson","Dom's of The Cage Series","2","The Heart of the Matter","A Doms of The Cage Novel","Dom's of The Cage Series","2.0"
